Source,Destination,Flow_Path,Total_Latency_ms,Delta_Latency_ms,Representative_Flow_ID,Occurrence_Count,Multiple_Paths
DK_CLIFTON_NJ,UURWMEA110,"DK_CLIFTON_NJ  --(7RF3, N/A)-->  UJEWMEC030  --(BGF0, 0.500ms)-->  UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",2.885,0.0,1:ddclFKZUztakvVpSM9UMfd12jt8=,2,False
DK_CLEVELND_OH,UURWMEA120,"DK_CLEVELND_OH  --(7LK4, N/A)-->  UJEWKNO030  --(BRH4, 0.500ms)-->  UJEWKNO040  --(B01Q, 2.000ms)-->  UJEWWPA040  --(B8N0, 0.500ms)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",9.385927947788455,0.0,1:TMmzSUM5ZflgIwDECh7wyqfEpzk=,2,False
DK_CLEVELND_OH,UURWMEA110,"DK_CLEVELND_OH  --(7LK4, N/A)-->  UJEWKNO030  --(BRH4, 0.500ms)-->  UJEWKNO040  --(B01Q, 2.000ms)-->  UJEWWPA040  --(B8N0, 0.500ms)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",8.885927947788455,0.0,1:krfEHLLMd61IR1HmezAOJnhi10w=,2,False
DK_CLEARWTR_FL,UURWMEA110,"DK_CLEARWTR_FL  --(7HX4, N/A)-->  UJEWGOR040  --(BP0C, 0.500ms)-->  UJEWGOR030  --(BS75, 4.000ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",8.48039481782457,0.0,1:3cE4T5eJNpVWWH6noEAxe8K1GEg=,2,False
DK_CINCINNT_OH,UURWMEA120,"DK_CINCINNT_OH  --(77P3, N/A)-->  UJEWKNO030  --(BRH4, 0.500ms)-->  UJEWKNO040  --(B01Q, 2.000ms)-->  UJEWWPA040  --(B8N0, 0.500ms)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",9.385927947788455,0.0,1:BovYRoOUnkdTJoAsitK/sOYem+U=,2,True
DK_CINCINNT_OH,UURWMEA110,"DK_CINCINNT_OH  --(7JD3, N/A)-->  UJEWKNO030  --(BRH4, 0.500ms)-->  UJEWKNO040  --(B01Q, 2.000ms)-->  UJEWWPA040  --(B8N0, 0.500ms)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",8.885927947788455,0.0,1:wcaaFCqsqG3LdQc+p9oD/bDkjww=,2,True
DK_CINCINNT_OH,UURWMEA110,"DK_CINCINNT_OH  --(77P3, N/A)-->  UJEWKNO030  --(BRH4, 0.500ms)-->  UJEWKNO040  --(B01Q, 2.000ms)-->  UJEWWPA040  --(B8N0, 0.500ms)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",8.885927947788455,0.0,1:Rfvj2cgyRsGYfDns9nnVDhgnoKQ=,2,True
DK_CHICOPEE_MA,UURWMEA110,"DK_CHICOPEE_MA  --(7LW2, N/A)-->  UJEWHAN030  --(BEY4, 5.000ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",5.0,0.0,1:Q28Z6+SAoPZTZBO1FdYSgIf5254=,2,False
UURWMEA110,DK_AUSTIN_TX,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7GN5, N/A)-->  DK_AUSTIN_TX",16.957595644342263,0.0,1:3lpyno3EsyyNRhXAKZYYlfMoH60=,2,False
UURWMEA110,DK_ATLANTA_GA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BS75, 4.500ms)-->  UJEWGOR030  --(BP0C, 0.500ms)-->  UJEWGOR040  --(7EX4, N/A)-->  DK_ATLANTA_GA",8.625394817824569,0.0,1:4foMzRtO36MYfr0bGj6af8dbw+4=,2,False
UURWMEA110,DK_ARLNGTNG_VA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(7C82, N/A)-->  DK_ARLNGTNG_VA",0.0,0.0,1:IrhGgkCksuP3R7ZWG0ZACfbbICA=,2,False
UURWMEA110,DK_ARLINGTN_TX,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7HF4, N/A)-->  DK_ARLINGTN_TX",16.957595644342263,0.0,1:fMO4AjOF8thWRkuUHmoVf/OBmao=,2,False
UURWMEA110,DK_ANDOVER_MA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BEY4, 5.000ms)-->  UJEWHAN030  --(7DX2, N/A)-->  DK_ANDOVER_MA",5.0,0.0,1:riwGsPSnVFuB/Dwapum4omzQo6I=,2,False
UURWMEA110,DK_AKRON_OH,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(BR20, 0.500ms)-->  UJEWMEC040  --(72Z5, N/A)-->  DK_AKRON_OH",3.34,0.0,1:Nqzfge0vEu0TmM7NtnRU5pHuDnc=,2,False
UURWMEA110,DF_BALTIMOR_MD,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(7CM2, N/A)-->  DF_BALTIMOR_MD",0.0,0.0,1:uSifrcyOG41VFqECDrZdzpEtB+A=,2,False
UURWMEA110,DE_ARLINGTN_VA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --0.1081ms-->] -> UJPWBEL010  --(BDR0, 0.345ms)-->  UJEWBEL030  --(BXG0, 0.500ms)-->  UJEWBEL040  --(7UD4, N/A)-->  DE_ARLINGTN_VA",1.9531394106054785,0.0,1:HjANi1UXp5IHBwRjjl9zWyTedMA=,2,False
UURWMEA110,DD_CRYSTLCY_VA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010  --(BN94, 0.520ms)-->  UJEWPNT030  --(BC8C, 1.000ms)-->  UJEWCCY030  --(BBDQ, 0.500ms)-->  UJEWCCY040  --(7FUN, N/A)-->  DD_CRYSTLCY_VA",3.02,0.0,1:kcZ5YgelJQvnDdoN05bKssF1s+A=,2,False
UURWMEA110,DC_DCMAMVNY_NY,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(78C3, N/A)-->  DC_DCMAMVNY_NY",2.0,0.0,1:dILmYRhOmh/n1Z52xlRNppYP06g=,2,False
UURWMEA110,DK_CRANSTON_RI,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(7AC3, N/A)-->  DK_CRANSTON_RI",2.84,0.0,1:0+ZdQzkDggYf5Hrj7Zl83vI91is=,2,False
UURWMEA110,DK_CORAOPLS_PA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(70R2, N/A)-->  DK_CORAOPLS_PA",2.84,0.0,1:/HjKUTPGxVsw11Zvq/RM90SRqpo=,2,False
UURWMEA110,DK_CLIFTON_NJ,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(7RF3, N/A)-->  DK_CLIFTON_NJ",2.84,0.0,1:ddclFKZUztakvVpSM9UMfd12jt8=,2,False
UURWMEA110,DK_CLEVELND_OH,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(B01Q, 2.000ms)-->  UJEWKNO040  --(BRH4, 0.500ms)-->  UJEWKNO030  --(7LK4, N/A)-->  DK_CLEVELND_OH",8.835927947788456,0.0,1:krfEHLLMd61IR1HmezAOJnhi10w=,2,False
UURWMEA110,DK_CINCINNT_OH,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(B01Q, 2.000ms)-->  UJEWKNO040  --(BRH4, 0.500ms)-->  UJEWKNO030  --(77P3, N/A)-->  DK_CINCINNT_OH",8.835927947788456,0.0,1:Bmqds0veGwKR+Jh5xL+0NeN6FkQ=,2,True
UURWMEA110,DK_CHICOPEE_MA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BEY4, 5.000ms)-->  UJEWHAN030  --(7LW2, N/A)-->  DK_CHICOPEE_MA",5.0,0.0,1:Q28Z6+SAoPZTZBO1FdYSgIf5254=,2,False
UURWMEA110,DK_CHANTLLY_VA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(7KT2, N/A)-->  DK_CHANTLLY_VA",0.0,0.0,1:n6/KqHdbk3vYaAoVJ4qCCpo26iY=,2,False
UURWMEA110,DK_CEDRRPDS_IA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(7DN3, N/A)-->  DK_CEDRRPDS_IA",6.335927947788455,0.0,1:BbhA71dgXwgoNDP+G+I8TCLnyFU=,2,False
UURWMEA110,DK_CCKYSVLL_MD,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(7EM2, N/A)-->  DK_CCKYSVLL_MD",0.0,0.0,1:ejD8rvX2OYJ0MEqWvj+7gyUBNJg=,2,False
UURWMEA110,DK_CAMDEN_NJ,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(78W2, N/A)-->  DK_CAMDEN_NJ",2.0,0.0,1:L50PWh3FW8INpO1ekac3WA3Deco=,2,False
UURWMEA110,DK_CAMDEN_AR,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7VC5, N/A)-->  DK_CAMDEN_AR",16.957595644342263,0.0,1:P7n3FyBOWGrsMcVH7Qy8zNDx9hs=,2,False
UURWMEA110,DK_CAMBRIDG_MA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(7RW2, N/A)-->  DK_CAMBRIDG_MA",2.84,0.0,1:nmYhuz9ZlafNxjj/NWQ0Uxn4Gfw=,2,False
UURWMEA110,DK_BLOOMFLD_CT,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(77G3, N/A)-->  DK_BLOOMFLD_CT",2.0,0.0,1:glf/OGzV/ZYAZXGsBW3UF2nCqks=,2,False
UURWMEA110,DK_BAEGRNLW_NY,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(7M73, N/A)-->  DK_BAEGRNLW_NY",2.0,0.0,1:e324LDQe6YdiAnpL8ndEyFmFDH0=,2,False
UURWMEA110,DK_DECATUR_AL,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BS75, 4.500ms)-->  UJEWGOR030  --(BP0C, 0.500ms)-->  UJEWGOR040  --(7NE5, N/A)-->  DK_DECATUR_AL",8.625394817824569,0.0,1:F/TZHd/5UFYE0Z+UiHTXkWfnnVw=,2,False
UURWMEA110,DK_DDCSSQHN_PA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(B602, 3.000ms)-->  UJEWNCL040  --(BWE3, 0.500ms)-->  UJEWNCL030  --(7UV2, N/A)-->  DK_DDCSSQHN_PA",3.5,0.0,1:0lrXDZzGQfIn9cQiN3l6zCzlfV8=,2,False
UURWMEA110,DK_DCMAVRGN_VT,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(7UM2, N/A)-->  DK_DCMAVRGN_VT",2.84,0.0,1:Rk8siwazRWFxf4byhuJ3W1lJt4g=,2,False
UURWMEA110,DK_DCMAPWNW_ME,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(7N03, N/A)-->  DK_DCMAPWNW_ME",2.0,0.0,1:sSOEPvHn3227c4IITl09cTv9BlI=,2,False
DK_WGHTPAFB_OH,UURWMEA110,"DK_WGHTPAFB_OH  --(75P3, N/A)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",5.8859279477884545,0.0,1:LG/fqecdxRYB3xhiigC36JV4GDI=,2,False
DK_WESTON_FL,UURWMEA110,"DK_WESTON_FL  --(7025, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",10.48039481782457,0.0,1:st3opoa+qF6A/eaFHUp6W2XVihE=,2,False
DK_WACO_TX,UURWMEA110,"DK_WACO_TX  --(70K3, N/A)-->  UJEWSNA040  --(BVG1, 4.500ms)-->  UJPWTIN010 -> [UJP_MESH --9.3126ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",16.197595644342265,0.0,1:FIb8qCeTHxv/Nn21TW+2yX4Dv6w=,2,False
DK_USACEHRM_PA,UURWMEA110,"DK_USACEHRM_PA  --(7B35, N/A)-->  UJEWPHI030  --(BJV4, 2.000ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",2.0,0.0,1:YUEWZS8TbcYsNYmIQ93ePUdRpRY=,2,False
DK_UNDTMNDL_Z1,UURWMEA110,"DK_UNDTMNDL_Z1  --(7D82, N/A)-->  UJEWCHT040  --(BA22, 0.500ms)-->  UJEWCHT030  --(BPQ1, 1.500ms)-->  UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",3.23,0.0,1:svGePeUwtUXY3ffK3+OUgqS9eMQ=,2,True
DK_TULSA_OK,UURWMEA110,"DK_TULSA_OK  --(7ML3, N/A)-->  UJEWSNA040  --(BVG1, 4.500ms)-->  UJPWTIN010 -> [UJP_MESH --9.3126ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",16.197595644342265,0.0,1:vDRFgVUIQtB9zggkBBc1RDt7Xr0=,2,False
UURWMEA110,DK_DCMAEAPW_CT,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BEY4, 5.000ms)-->  UJEWHAN030  --(7YA3, N/A)-->  DK_DCMAEAPW_CT",5.0,0.0,1:Wer266paSXG0d+aK7rAT8D41FAw=,2,False
UURWMEA110,DK_DCFBRCTR_NJ,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(76C3, N/A)-->  DK_DCFBRCTR_NJ",2.0,0.0,1:t86KKSc9UjGakpjWfCt09cizXjg=,2,False
UURWMEA110,DK_DALLAS_TX,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7YP5, N/A)-->  DK_DALLAS_TX",16.957595644342263,0.0,1:iWan0erKMbtdccj2raspoLbFR+w=,2,False
UURWMEA110,DK_CRESTVIW_FL,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(7NA5, N/A)-->  DK_CRESTVIW_FL",10.125394817824569,0.0,1:GkTa0k65US2ceyp56kHUZCwceYg=,2,False
UURWMEA110,DK_FTWORTH_TX,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7YM3, N/A)-->  DK_FTWORTH_TX",16.957595644342263,0.0,1:en4nSPt8aQWY1+VHa75mVzHfcLQ=,2,True
UURWMEA110,DK_FTWORTH_TX,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7GB4, N/A)-->  DK_FTWORTH_TX",16.957595644342263,0.0,1:NXzqWsvePGfTJ7687rT622LjApU=,2,True
UURWMEA110,DK_FTWAYNE_IN,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(71C4, N/A)-->  DK_FTWAYNE_IN",6.335927947788455,0.0,1:4FbJlPkbnkFOEjJR931xbyVsv9M=,2,False
UURWMEA110,DK_FTSMHSTN_TX,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BE0C, 0.350ms)-->  UJEWTIN030  --(BP0G, 0.500ms)-->  UJEWTIN040  --(B0W2, 5.000ms)-->  UJEWSHO040  --(7LA4, N/A)-->  DK_FTSMHSTN_TX",17.662595644342264,0.0,1:8rA4q/CYCD1zulRE/Uvqc8bXK8w=,2,False
UURWMEA110,DK_FTKNOX_KY,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(B01Q, 2.000ms)-->  UJEWKNO040  --(BRH4, 0.500ms)-->  UJEWKNO030  --(7VUX, N/A)-->  DK_FTKNOX_KY",8.835927947788456,0.0,1:lHgLZn/bz7Jtvhr1rcx8B/5D9pU=,2,False
UURWMEA110,DK_FTGRGADM_VA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --0.1081ms-->] -> UJPWBEL010  --(BDR0, 0.345ms)-->  UJEWBEL030  --(BC8U, 2.000ms)-->  UJEWLEE030  --(BRX0, 0.500ms)-->  UJEWLEE040  --(7E33, N/A)-->  DK_FTGRGADM_VA",3.9531394106054787,0.5,1:Kzx0RTdIAYCxZpkq+jSsLDWEyKo=,2,True
UURWMEA110,DK_FTEUSTIS_VA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010  --(B5X0, 2.735ms)-->  UJEWEUS040  --(7MT2, N/A)-->  DK_FTEUSTIS_VA",3.735,0.0,1:t+TeFOojOM9SEkzIuiftmTS8UJs=,2,False
UURWMEA110,DK_FTBLISS_TX,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(BDV8, 5.000ms)-->  UJEWBLI040  --(BP04, 0.500ms)-->  UJEWBLI030  --(7MD3, N/A)-->  DK_FTBLISS_TX",22.457595644342263,0.0,1:g+1PUrsdLHDv0/VCVWpbXe87cE8=,2,False
UURWMEA110,DK_FLSCHRCH_VA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010  --(BN94, 0.520ms)-->  UJEWPNT030  --(7P45, N/A)-->  DK_FLSCHRCH_VA",1.52,0.0,1:hcmJFGasXPCfxb8nsDFYxvCD2M8=,2,False
UURWMEA110,DK_FARMNGDL_NY,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(7LQ3, N/A)-->  DK_FARMNGDL_NY",2.0,0.0,1:Igtwt05UY0Ccq857sgt39W92hxw=,2,False
UURWMEA110,DK_ENDICOTT_NY,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(7BG3, N/A)-->  DK_ENDICOTT_NY",2.0,0.0,1:4LDUZQjQKSgojSkhvVaBzyrxzNM=,2,True
UURWMEA110,DK_ENDICOTT_NY,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(7B03, N/A)-->  DK_ENDICOTT_NY",2.84,0.8399999999999999,1:skCzTDv2IxGQPscv7y8sgOuzH70=,2,True
UURWMEA110,DK_EMTJBNFC_IN,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B9M2, N/A)-->  UJEWIND030  --(B824, 0.500ms)-->  UJEWIND040  --(7V15, N/A)-->  DK_EMTJBNFC_IN",6.335927947788455,0.0,1:svJ5t1PfCGb1/9Pzk/5TkVSN1kU=,2,False
UURWMEA110,DK_EGLINAFB_FL,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --6.3548ms-->] -> UJPWEGL010  --(BR11, 0.330ms)-->  UJEWEGL030  --(7L15, N/A)-->  DK_EGLINAFB_FL",7.6847947586315195,0.0,1:2Biw49peyLF58D9zQF1QXPHsgfc=,2,False
UURWMEA110,DK_EARLENWS_NJ,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BEY4, 5.000ms)-->  UJEWHAN030  --(7T15, N/A)-->  DK_EARLENWS_NJ",5.0,0.0,1:XhinrYyXiBDgZOkWxCw6ve7CupE=,2,False
UURWMEA110,DK_JOHNSTWN_PA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(7X13, N/A)-->  DK_JOHNSTWN_PA",2.84,0.0,1:aqo2JgQH1r5pGg+9pyGz3iRcrc8=,2,True
UURWMEA110,DK_JOHNSTWN_PA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(7023, N/A)-->  DK_JOHNSTWN_PA",2.84,0.0,1:kfwj3DgqSZaSj0qwRhv8osoztEA=,2,True
UURWMEA110,DK_INDINPLS_IN,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B9M2, N/A)-->  UJEWIND030  --(7D35, N/A)-->  DK_INDINPLS_IN",5.835927947788455,0.0,1:nUU5yBExWrVkkbJiXBlsTWwABv0=,2,True
UURWMEA110,DK_INDINPLS_IN,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(7M24, N/A)-->  DK_INDINPLS_IN",6.335927947788455,0.5,1:PlIjUzpjZM7UzTS4gwog2eiPLGU=,2,True
UURWMEA110,DK_HUNTSVLL_AL,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BS75, 4.500ms)-->  UJEWGOR030  --(BP0C, 0.500ms)-->  UJEWGOR040  --(7A75, N/A)-->  DK_HUNTSVLL_AL",8.625394817824569,0.0,1:QRQd8PBrz9W4HpViaCrgcu/m2Xk=,2,False
UURWMEA110,DK_HUDSON_NH,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BEY4, 5.000ms)-->  UJEWHAN030  --(71R2, N/A)-->  DK_HUDSON_NH",5.0,0.0,1:IWDy7JqI9p12A7BO05xzhLUD8SU=,2,False
