Flow_ID,Source_IP,Dest_IP,Source,Destination,Flow_Path,Total_Latency_ms
1:TMmzSUM5ZflgIwDECh7wyqfEpzk=,214.36.199.3,131.68.126.34,UURWMEA120,DK_CLEVELND_OH,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(B01Q, 2.000ms)-->  UJEWKNO040  --(BRH4, 0.500ms)-->  UJEWKNO030  --(7LK4, N/A)-->  DK_CLEVELND_OH",9.335927947788456
1:5f4CsamyxmAaba1huvqnKsXh8x0=,214.54.139.65,214.36.199.2,DK_MIESAUAD_DE,UURWMEA110,"DK_MIESAUAD_DE  --(MXD4, N/A)-->  UJEELTM030  --(M2F2, 1.000ms)-->  UJPEPTM010 -> [UJP_MESH --33.1252ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",35.355195689871636
1:ViPIyJQQUO/mLNAeCuYl0LFil+Y=,214.36.199.2,164.234.2.2,UURWMEA110,DK_STERLING_VA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010  --(BN94, 0.520ms)-->  UJEWPNT030  --(7BU3, N/A)-->  DK_STERLING_VA",1.52
1:h9NPj3jNMTtnjaIQvGHRFeDVk/4=,131.67.229.34,214.36.199.3,DK_AKRON_OH,UURWMEA120,"DK_AKRON_OH  --(72Z5, N/A)-->  UJEWMEC040  --(BR20, 0.500ms)-->  UJEWMEC030  --(BGF0, 0.500ms)-->  UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",3.885
1:Jn0EfkC0FweanlN73z6LW3mPDNc=,159.77.88.2,214.36.199.3,DK_NSAMCNCS_PA,UURWMEA120,"DK_NSAMCNCS_PA  --(75GX, N/A)-->  UJEWMEC030  --(BGF0, 0.500ms)-->  UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",3.385
1:JVQyjNGqfjZhyOGTqFERMdymnLc=,131.68.71.34,214.36.199.2,DK_TITUSVLL_FL,UURWMEA110,"DK_TITUSVLL_FL  --(702J, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",10.48039481782457
1:s/Uzxo0/J4o5dM654KgGvgfYhYw=,131.66.237.34,214.36.199.2,DK_ENDICOTT_NY,UURWMEA110,"DK_ENDICOTT_NY  --(7BG3, N/A)-->  UJEWPHI030  --(BJV4, 2.000ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",2.0
1:7GYcd3rQUJ65qgMUDKvTqkgG1HQ=,131.66.223.34,214.36.198.20,DC_DCMAMVNY_NY,UURWMEA120,"DC_DCMAMVNY_NY  --(78C3, N/A)-->  UJEWPHI030  --(BJV4, 2.000ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",2.5
1:2ZDdqDcBOijsHTWRks1AFjcXBt4=,214.29.49.2,214.36.198.20,DK_SCHQMIAM_FL,UURWMEA120,"DK_SCHQMIAM_FL  --(7RG0, N/A)-->  UJEWSCD030  --(BYZ1, 0.500ms)-->  UJEWSCD040  --(BCBM, 3.500ms)-->  UJEWJKV040  --(B4Z0, 0.500ms)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",14.48039481782457
1:GiWQUVAdgUUuVghLjFqlTu0sRyQ=,131.67.255.34,214.36.199.3,DK_GRRAPIDS_MI,UURWMEA120,"DK_GRRAPIDS_MI  --(7WM3, N/A)-->  UJEWWPA040  --(B8N0, 0.500ms)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",6.8859279477884545
1:n6/KqHdbk3vYaAoVJ4qCCpo26iY=,131.66.15.34,214.36.199.2,DK_CHANTLLY_VA,UURWMEA110,"DK_CHANTLLY_VA  --(7KT2, N/A)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",0.0
1:fzJ5yH2UQWP6sOzd9eOWlu23wCc=,214.54.147.2,214.36.198.20,DD_CRYSTLCY_VA,UURWMEA120,"DD_CRYSTLCY_VA  --(7FUN, N/A)-->  UJEWCCY040  --(BBDQ, 0.500ms)-->  UJEWCCY030  --(BC8C, 1.000ms)-->  UJEWPNT030  --(BN94, 0.500ms)-->  UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",2.73
1:6CpdzCRWsINEwA0Zy7HMNVLiKMo=,40.66.29.130,214.36.108.71,DK_ASHBURN_VA,UURWMEA110,"DK_ASHBURN_VA  --(7ERM, N/A)-->  UJEWPNT040  --(BFD4, 0.500ms)-->  UJEWPNT030  --(BN94, 0.500ms)-->  UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",2.23
1:CSP6sbKihxnndAuxDa7iRkl0OCM=,214.36.198.20,131.67.213.34,UURWMEA120,DK_REDOAK_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7LL3, N/A)-->  DK_REDOAK_TX",17.457595644342263
1:fozazmwjJbv+63drtsnkQfGtnIQ=,131.66.118.34,214.36.199.2,DK_LYNN_MA,UURWMEA110,"DK_LYNN_MA  --(7HW2, N/A)-->  UJEWMEC030  --(BGF0, 0.500ms)-->  UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",2.885
1:ONnxE8NDwi+TBv9yMb38qqtEJSI=,131.68.154.34,214.36.199.2,DK_MCKINNEY_TX,UURWMEA110,"DK_MCKINNEY_TX  --(7ET5, N/A)-->  UJEWSNA040  --(BVG1, 4.500ms)-->  UJPWTIN010 -> [UJP_MESH --9.3126ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",16.197595644342265
1:f87JFb+N0XLpzFQBtE7gYDa/MHA=,214.36.199.3,131.68.153.34,UURWMEA120,DK_CAMDEN_AR,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7VC5, N/A)-->  DK_CAMDEN_AR",17.457595644342263
1:TWVNtixIBEAPX9QL/JFGL+k+Dys=,140.20.208.248,214.36.199.3,DK_ASHBURN_VA,UURWMEA120,"DK_ASHBURN_VA  --(7ERM, N/A)-->  UJEWPNT040  --(BFD4, 0.500ms)-->  UJEWPNT030  --(BN94, 0.500ms)-->  UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",1.73
1:9+0ttQYAxobYiLOZ4AxyPCqlFhA=,209.22.80.162,214.36.199.3,DK_MCDLLAFB_FL,UURWMEA120,"DK_MCDLLAFB_FL  --(7W72, N/A)-->  UJEWMAC030  --(BQ75, 0.500ms)-->  UJEWMAC040  --(B9Q2, N/A)-->  UJEWJKV040  --(B4Z0, 0.500ms)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",10.98039481782457
1:pjh0TEbULJTj+rB9eZtviSvJ9u4=,214.36.199.2,214.29.49.3,UURWMEA110,DK_SCHQMIAM_FL,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(B4Z0, 0.500ms)-->  UJEWJKV040  --(BCBM, 3.500ms)-->  UJEWSCD040  --(7VG0, N/A)-->  DK_SCHQMIAM_FL",14.125394817824569
1:1aL0fK1jabfb8ciG/u8nUI6VUsM=,214.54.139.65,214.36.198.20,DK_MIESAUAD_DE,UURWMEA120,"DK_MIESAUAD_DE  --(MXD4, N/A)-->  UJEELTM030  --(M2F2, 1.000ms)-->  UJPEPTM010 -> [UJP_MESH --33.1252ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",34.855195689871636
1:s1ULKT1GJ59DNu8xqVWpm+nPom0=,214.36.198.20,159.77.20.3,UURWMEA120,DK_FTKNOX_KY,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(B01Q, 2.000ms)-->  UJEWKNO040  --(BRH4, 0.500ms)-->  UJEWKNO030  --(7VUX, N/A)-->  DK_FTKNOX_KY",9.335927947788456
1:xuyAOwN9FgU/OImvDDNHFUm6jx0=,214.54.147.3,214.36.199.2,DD_CRYSLML1_VA,UURWMEA110,"DD_CRYSLML1_VA  --(7BTN, N/A)-->  UJEWCCY030  --(BC8C, 1.000ms)-->  UJEWPNT030  --(BN94, 0.500ms)-->  UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",2.73
1:s6fhqKW7QvV8dAcMwPefwSrU+28=,214.36.199.3,131.68.30.34,UURWMEA120,DK_STAGSTNW_FL,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(701V, N/A)-->  DK_STAGSTNW_FL",9.625394817824569
1:w8dnW9VZ5lflAXMME7t8IQB8Zek=,131.66.120.34,214.36.198.20,DK_MANCHSTR_NH,UURWMEA120,"DK_MANCHSTR_NH  --(7A43, N/A)-->  UJEWHAN030  --(BEY4, 5.000ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",5.5
1:1aL0fK1jabfb8ciG/u8nUI6VUsM=,214.36.198.20,214.54.139.65,UURWMEA120,DK_MIESAUAD_DE,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --33.1252ms-->] -> UJPEPTM010  --(M2F2, 1.445ms)-->  UJEELTM030  --(MXD4, N/A)-->  DK_MIESAUAD_DE",35.07019568987164
1:grMRx2UrZ29+47CiEvGJFj/GAR8=,214.36.199.3,131.67.203.34,UURWMEA120,DK_AMARILLO_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(71N3, N/A)-->  DK_AMARILLO_TX",17.457595644342263
1:A1dzizrYpGJ9/HeMab+EO6g6Bjs=,214.36.199.3,131.66.242.34,UURWMEA120,DK_BLOOMFLD_CT,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(77G3, N/A)-->  DK_BLOOMFLD_CT",2.5
1:To+pkECbdnRNW7oq+5JVNYxc4tU=,214.36.199.3,131.66.114.34,UURWMEA120,DK_NRTHAPTN_MA,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(7NW2, N/A)-->  DK_NRTHAPTN_MA",3.34
1:er8al/P3+HVRP0WozOXBGiMLtQ0=,214.36.199.3,131.67.215.34,UURWMEA120,DK_FTBLISS_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(BDV8, 5.000ms)-->  UJEWBLI040  --(BP04, 0.500ms)-->  UJEWBLI030  --(7MD3, N/A)-->  DK_FTBLISS_TX",22.957595644342263
1:0/P/VmCCGFUUa+ElZZM4c+ykIC0=,131.66.178.34,214.36.199.2,DK_WNDSRLKS_CT,UURWMEA110,"DK_WNDSRLKS_CT  --(7AW2, N/A)-->  UJEWPHI030  --(BJV4, 2.000ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",2.0
1:1bMZRfXbmmh61sxUQnC3hr4txBw=,131.68.19.34,214.36.199.2,DK_CRESTVIW_FL,UURWMEA110,"DK_CRESTVIW_FL  --(7NA5, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",10.48039481782457
1:EOWHqoLsAzwJeDCx+5Ay3B+N5/Q=,214.36.199.3,131.68.155.34,UURWMEA120,DK_RIDLEYPK_PA,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(7LE5, N/A)-->  DK_RIDLEYPK_PA",3.34
1:pT65dTZPKOkIzDwM0tbMjUTyAJk=,214.36.199.2,131.66.128.34,UURWMEA110,DK_HNSCMAFB_MA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BEY4, 5.000ms)-->  UJEWHAN030  --(74G3, N/A)-->  DK_HNSCMAFB_MA",5.0
1:m7nrAo247oJihjoWV4yO45kJXzk=,131.66.188.34,214.36.199.3,DK_MOORSTWN_NJ,UURWMEA120,"DK_MOORSTWN_NJ  --(7EW2, N/A)-->  UJEWHAN030  --(BEY4, 5.000ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",5.5
1:5TCiQfGWy48wP4W9laPolMvLsaM=,40.66.29.130,214.36.54.143,DK_ASHBURN_VA,UURWMEA110,"DK_ASHBURN_VA  --(7BRM, N/A)-->  UJEWBEL030  --(BDR0, 0.500ms)-->  UJPWBEL010 -> [UJP_MESH --0.1081ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",1.8381394106054785
1:VlKCYNbCXRy4GNZdTCNogr4SDUc=,52.127.80.30,214.36.108.156,DK_ASHBURN_VA,UURWMEA110,"DK_ASHBURN_VA  --(7BRM, N/A)-->  UJEWBEL030  --(BDR0, 0.500ms)-->  UJPWBEL010 -> [UJP_MESH --0.1081ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",1.8381394106054785
1:J3lDV4ntpjJBgVIHPT3zVU9mxXE=,131.67.184.34,214.36.199.2,DK_STRLNGHT_MI,UURWMEA110,"DK_STRLNGHT_MI  --(7ZW3, N/A)-->  UJEWWPA040  --(B8N0, 0.500ms)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",6.3859279477884545
1:mjbX2F474YczysZ/BN+BrBodLbA=,214.36.198.20,131.68.4.34,UURWMEA120,DK_STPRSBG_FL,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(701T, N/A)-->  DK_STPRSBG_FL",9.625394817824569
1:ssKVdIt0v5dGhKCwgXoRduy9S4w=,214.36.198.20,131.66.36.34,UURWMEA120,DK_TBYHNNAD_PA,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(B2F2, 4.000ms)-->  UJEWTOB040  --(7ZV2, N/A)-->  DK_TBYHNNAD_PA",4.5
1:EQSECLyjpnTCk7Nw5Yj6/0TyyjI=,214.36.199.2,131.68.153.34,UURWMEA110,DK_CAMDEN_AR,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7VC5, N/A)-->  DK_CAMDEN_AR",16.957595644342263
1:3rnY+5lNLqhVtS3dMX7uqnWIdto=,214.36.198.20,131.67.215.34,UURWMEA120,DK_FTBLISS_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(BDV8, 5.000ms)-->  UJEWBLI040  --(BP04, 0.500ms)-->  UJEWBLI030  --(7MD3, N/A)-->  DK_FTBLISS_TX",22.957595644342263
1:iqkT54F4TjHxNnUHsNsLMjEUkAM=,214.36.198.20,131.68.65.34,UURWMEA120,DK_MELBOURN_FL,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(701Z, N/A)-->  DK_MELBOURN_FL",9.625394817824569
1:KzVWkclQBwx9HS80nUYWePMptpo=,131.66.28.34,214.36.198.20,DK_HUNTSVLL_AL,UURWMEA120,"DK_HUNTSVLL_AL  --(7A75, N/A)-->  UJEWGOR040  --(BP0C, 0.500ms)-->  UJEWGOR030  --(BS75, 4.000ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",7.980394817824569
1:zKSPRCDlsBN8eCQqjJa31nu0hDc=,131.68.41.34,214.36.198.20,DK_LARGO_FL,UURWMEA120,"DK_LARGO_FL  --(7028, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",9.98039481782457
1:c2n3MZldiSVDwYkwzUZ3awatgN4=,131.67.188.34,214.36.199.3,DK_FTWAYNE_IN,UURWMEA120,"DK_FTWAYNE_IN  --(71C4, N/A)-->  UJEWWPA040  --(B8N0, 0.500ms)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",6.8859279477884545
1:CYqFn9TNuXRYhz7+n8BoGVdDB44=,131.68.152.34,214.36.199.3,DK_PASADENA_TX,UURWMEA120,"DK_PASADENA_TX  --(7WF5, N/A)-->  UJEWSNA040  --(BVG1, 4.500ms)-->  UJPWTIN010 -> [UJP_MESH --9.3126ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",16.697595644342265
1:YtleZBvQwwu7ieYC1Un1y7MtT+I=,131.67.183.34,214.36.199.2,DK_KENTWOOD_MI,UURWMEA110,"DK_KENTWOOD_MI  --(71X3, N/A)-->  UJEWWPA040  --(B8N0, 0.500ms)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",6.3859279477884545
1:A1dzizrYpGJ9/HeMab+EO6g6Bjs=,131.66.242.34,214.36.199.3,DK_BLOOMFLD_CT,UURWMEA120,"DK_BLOOMFLD_CT  --(77G3, N/A)-->  UJEWPHI030  --(BJV4, 2.000ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",2.5
1:+eUWBw9iahzfNQvTQ5EZD7L0geA=,214.36.198.20,131.67.209.34,UURWMEA120,DK_GRPRAIRI_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7ZR3, N/A)-->  DK_GRPRAIRI_TX",17.457595644342263
1:zJG7xcIRhuN9qmsXdsX5Ff+C1NI=,214.36.199.3,131.66.243.34,UURWMEA120,DK_SYRACUSE_NY,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BBES, 8.000ms)-->  UJEWHFI040  --(7CF3, N/A)-->  DK_SYRACUSE_NY",8.5
1:NXzqWsvePGfTJ7687rT622LjApU=,131.68.106.34,214.36.199.2,DK_FTWORTH_TX,UURWMEA110,"DK_FTWORTH_TX  --(7GB4, N/A)-->  UJEWSNA040  --(BVG1, 4.500ms)-->  UJPWTIN010 -> [UJP_MESH --9.3126ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",16.197595644342265
1:2BcDROTlgpb9u4IGgN6VovPypcQ=,214.36.199.2,140.20.208.248,UURWMEA110,DK_ASHBURN_VA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010  --(BN94, 0.520ms)-->  UJEWPNT030  --(BFD4, 0.500ms)-->  UJEWPNT040  --(7ERM, N/A)-->  DK_ASHBURN_VA",2.02
1:CTmCnWIlysc6S3npWYHJDiPwxXI=,131.67.182.34,214.36.199.3,DK_LEXINGTN_KY,UURWMEA120,"DK_LEXINGTN_KY  --(7VM3, N/A)-->  UJEWPNT030  --(BN94, 0.500ms)-->  UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",1.23
1:9E1SFF7evIW57OemHPMILIZRRFc=,214.36.199.3,131.66.26.34,UURWMEA120,DK_PICATNNY_NJ,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(B9V1, 0.500ms)-->  UJEWPHI040  --(BBZT, N/A)-->  UJEWPIC040  --(BGV3, 0.500ms)-->  UJEWPIC030  --(7W92, N/A)-->  DK_PICATNNY_NJ",3.5
1:jbJdd4J9Q/9/rygtRfi8ZQnL5AM=,214.36.199.3,159.77.56.2,UURWMEA120,DK_TINRAFB_OK,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BE0C, 0.350ms)-->  UJEWTIN030  --(74JX, N/A)-->  DK_TINRAFB_OK",12.662595644342264
1:HQ90oLTjrqjNcb3b1VYduWXVIQo=,131.68.71.34,214.36.199.3,DK_TITUSVLL_FL,UURWMEA120,"DK_TITUSVLL_FL  --(702J, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",9.98039481782457
1:lZxow6q/XsXnSWQYbaY5+We7DB8=,214.36.199.3,131.66.152.34,UURWMEA120,DK_GREENVLL_SC,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(7P92, N/A)-->  DK_GREENVLL_SC",9.625394817824569
1:VL7PjwFGiPR5RGuxqdXwpcV9EgA=,131.67.157.34,214.36.199.2,DK_CINCINNT_OH,UURWMEA110,"DK_CINCINNT_OH  --(7JD3, N/A)-->  UJEWKNO030  --(BRH4, 0.500ms)-->  UJEWKNO040  --(B01Q, 2.000ms)-->  UJEWWPA040  --(B8N0, 0.500ms)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",8.885927947788455
